screen_position,doi,title,year,venue,type,language,url,coder_name,date_screened,E1,E2,note
737,10.1109/tim.2023.3277985,Multisource Associate Domain Adaptation for Cross-Subject and Cross-Session EEG Emotion Recognition,2023,IEEE Transactions on Instrumentation and Measurement,article,en,https://doi.org/10.1109/tim.2023.3277985,,,,,
738,10.3390/e24050705,Multi-Classifier Fusion Based on MI–SFFS for Cross-Subject Emotion Recognition,2022,Entropy,article,en,https://doi.org/10.3390/e24050705,,,,,
739,10.2139/ssrn.4873059,Multi-Source Domain Separation Adversarial Domain Adaptation for Eeg Emotion Recognition,2024,SSRN Electronic Journal,preprint,en,http://dx.doi.org/10.2139/ssrn.4873059,,,,,
740,10.1109/access.2023.3308811,EEG-Based Emotion Recognition Using Spatial-Temporal Connectivity,2023,IEEE Access,article,en,https://doi.org/10.1109/access.2023.3308811,,,,,
741,10.1007/978-3-030-77967-2_44,Reversed Correlation-Based Pairwised EEG Channel Selection in Emotional State Recognition,2021,Lecture notes in computer science,conference-paper,en,https://doi.org/10.1007/978-3-030-77967-2_44,,,,,
742,10.3390/e26070540,GC-STCL: A Granger Causality-Based Spatial–Temporal Contrastive Learning Framework for EEG Emotion Recognition,2024,Entropy,article,en,https://doi.org/10.3390/e26070540,,,,,
743,10.1109/iadcc.2018.8692106,EEG Based Participant Independent Emotion Classification using Gradient Boosting Machines,2018,,conference-paper,en,https://doi.org/10.1109/iadcc.2018.8692106,,,,,
744,10.1109/tcds.2022.3233858,Electroencephalogram Emotion Recognition Using Combined Features in Variational Mode Decomposition Domain,2023,IEEE Transactions on Cognitive and Developmental Systems,article,en,https://doi.org/10.1109/tcds.2022.3233858,,,,,
745,10.1016/j.ymssp.2020.106736,A machine emotion transfer model for intelligent human-machine interaction based on group division,2020,Mechanical Systems and Signal Processing,article,en,https://doi.org/10.1016/j.ymssp.2020.106736,,,,,
746,10.48550/arxiv.1809.08273,EEG-based Inter-Subject Correlation Schemes in a Stimuli-Shared Framework: Interplay with Valence and Arousal,2018,arXiv (Cornell University),preprint,en,http://arxiv.org/abs/1809.08273,,,,,
747,10.1016/j.neunet.2025.107505,Self-supervised spatial–temporal contrastive network for EEG-based brain network classification,2025,Neural Networks,article,en,https://doi.org/10.1016/j.neunet.2025.107505,,,,,
748,10.1109/bibm55620.2022.9995216,Electroencephalogram Emotion Recognition Based on Individual Frontal Asymmetry Hypothesis,2022,2022 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),conference-paper,en,https://doi.org/10.1109/bibm55620.2022.9995216,,,,,
749,10.1109/indicon59947.2023.10440863,Emotion Recognition from EEG: Self-Attention and Differentiable Pooling Improve SOGNN Performance,2023,,conference-paper,en,https://doi.org/10.1109/indicon59947.2023.10440863,,,,,
750,10.1109/tim.2025.3553234,Unsupervised Domain Adaptation With Pseudo-Label Propagation for Cross-Domain EEG Emotion Recognition,2025,IEEE Transactions on Instrumentation and Measurement,article,en,https://doi.org/10.1109/tim.2025.3553234,,,,,
751,10.1109/ijcnn54540.2023.10191587,Generalization Across Subjects and Sessions for EEG-based Emotion Recognition Using Multi-source Attention-based Dynamic Residual Transfer,2023,,conference-paper,en,https://doi.org/10.1109/ijcnn54540.2023.10191587,,,,,
752,10.1109/access.2024.3409384,Enhancing EEG-Based Emotion Recognition Using Asymmetric Windowing Recurrence Plots,2024,IEEE Access,article,en,https://doi.org/10.1109/access.2024.3409384,,,,,
753,10.1088/1742-6596/1230/1/012008,Multichannel Electroencephalography-based Emotion Recognition Using Machine Learning,2019,Journal of Physics Conference Series,conference-paper,en,https://doi.org/10.1088/1742-6596/1230/1/012008,,,,,
754,10.1049/pbhe056e_ch1,EEG-based emotion recognition using time-frequency images and hybrid ResNet models,2024,Institution of Engineering and Technology eBooks,book-chapter,en,https://doi.org/10.1049/pbhe056e_ch1,,,,,
755,10.1007/s11760-025-04124-5,A stackGNN model for human emotion recognition from EEGs signals,2025,Signal Image and Video Processing,article,en,https://doi.org/10.1007/s11760-025-04124-5,,,,,
756,10.1109/iciet57285.2023.10220883,A Study on Human Emotion Recognition Techniques,2023,,conference-paper,en,https://doi.org/10.1109/iciet57285.2023.10220883,,,,,
757,10.1016/j.jneumeth.2025.110360,An EEG-based emotion recognition method by fusing multi-frequency-spatial features under multi-frequency bands,2025,Journal of Neuroscience Methods,article,en,https://doi.org/10.1016/j.jneumeth.2025.110360,,,,,
758,10.1016/j.bspc.2023.104799,GLFANet: A global to local feature aggregation network for EEG emotion recognition,2023,Biomedical Signal Processing and Control,article,en,https://doi.org/10.1016/j.bspc.2023.104799,,,,,
759,10.1016/j.aej.2024.07.122,Recording brain activity while listening to music using wearable EEG devices combined with Bidirectional Long Short-Term Memory Networks,2024,Alexandria Engineering Journal,article,en,https://doi.org/10.1016/j.aej.2024.07.122,,,,,
760,10.1109/civemsa52099.2021.9493674,Brain Rhythm Sequencing and Its Application for EEG-based Emotion Recognition,2021,,conference-paper,en,https://doi.org/10.1109/civemsa52099.2021.9493674,,,,,
761,10.1109/cspa57446.2023.10087500,EmHM: A Novel Hybrid Model for the Emotion Recognition based on EEG Signals,2023,,conference-paper,en,https://doi.org/10.1109/cspa57446.2023.10087500,,,,,
762,10.46300/9106.2021.15.46,Convolutional Neural Networks Model for Emotion Recognition Using EEG Signal,2021,International Journal of Circuits Systems and Signal Processing,article,en,https://doi.org/10.46300/9106.2021.15.46,,,,,
763,10.1109/tnnls.2025.3546283,Neuron Perception Inspired EEG Emotion Recognition With Parallel Contrastive Learning,2025,IEEE Transactions on Neural Networks and Learning Systems,article,en,https://doi.org/10.1109/tnnls.2025.3546283,,,,,
764,10.1049/icp.2025.4209,Arousal classification of music emotion based on multi-segment dynamic rhythmic EEG features,2025,IET conference proceedings.,conference-paper,en,https://doi.org/10.1049/icp.2025.4209,,,,,
765,10.1109/taffc.2024.3450573,IMGWOFS: A Feature Selector With Trade-Off Between Conflict Objectives for EEG-Based Emotion Recognition,2024,IEEE Transactions on Affective Computing,article,en,https://doi.org/10.1109/taffc.2024.3450573,,,,,
766,10.3390/s19092212,Emotion Recognition from Multiband EEG Signals Using CapsNet,2019,Sensors,article,en,https://doi.org/10.3390/s19092212,,,,,
767,10.1016/j.patrec.2023.08.010,AITST—Affective EEG-based person identification via interrelated temporal–spatial transformer,2023,Pattern Recognition Letters,article,en,https://doi.org/10.1016/j.patrec.2023.08.010,,,,,
768,10.1007/s12559-025-10516-z,EEG-Based Emotion Classification Driven by Fuzzy Linguistic Summarization: A Study on SEED Dataset,2025,Cognitive Computation,article,en,https://doi.org/10.1007/s12559-025-10516-z,,,,,
769,10.1016/j.cviu.2024.104121,Deep learning model for simultaneous recognition of quantitative and qualitative emotion using visual and bio-sensing data,2024,Computer Vision and Image Understanding,article,en,https://doi.org/10.1016/j.cviu.2024.104121,,,,,
770,10.47852/bonviewjcce42022571,Data-Segmentation Verification and a Target Generative Adversarial Network: EEG-Based Emotion Recognition,2024,Journal of Computational and Cognitive Engineering,article,en,https://doi.org/10.47852/bonviewjcce42022571,,,,,
771,10.23919/ccc50068.2020.9189239,Locally Robust Feature Selection of EEG Signals for the Inter-subject Emotion Recognition,2020,,conference-paper,en,https://doi.org/10.23919/ccc50068.2020.9189239,,,,,
772,10.1109/icma54519.2022.9856194,HVFM: an Emotion Classification Model based on Horizontal and Vertical Flow Domain-adaptive,2022,2022 IEEE International Conference on Mechatronics and Automation (ICMA),conference-paper,en,https://doi.org/10.1109/icma54519.2022.9856194,,,,,
773,10.3389/fphys.2023.1200656,CDBA: a novel multi-branch feature fusion model for EEG-based emotion recognition,2023,Frontiers in Physiology,article,en,https://doi.org/10.3389/fphys.2023.1200656,,,,,
774,10.1109/access.2024.3370041,EEG Emotion Recognition Model Based on Attention and GAN,2024,IEEE Access,article,en,https://doi.org/10.1109/access.2024.3370041,,,,,
775,10.1016/j.compbiomed.2023.106860,Cross-subject EEG emotion recognition using multi-source domain manifold feature selection,2023,Computers in Biology and Medicine,article,en,https://doi.org/10.1016/j.compbiomed.2023.106860,,,,,
776,10.1109/taffc.2025.3633647,Multi-View Cognitive Prior Graph Convolutional Network for Multimodal Emotion Recognition,2025,IEEE Transactions on Affective Computing,article,,https://doi.org/10.1109/taffc.2025.3633647,,,,,
777,10.1109/icsipa45851.2019.8977786,Short-time-span EEG-based personalized emotion recognition with deep convolutional neural network,2019,,conference-paper,en,https://doi.org/10.1109/icsipa45851.2019.8977786,,,,,
778,10.1016/j.knosys.2025.113752,EEG emotion recognition based on dynamic temporal causal graph convolutional network,2025,Knowledge-Based Systems,article,en,https://doi.org/10.1016/j.knosys.2025.113752,,,,,
779,10.12677/airr.2025.143048,FA-TSception: A Multi-Frequency Spatiotemporal Attention Network for Cross-Subject EEG-Based Emotion Recognition,2025,Artificial Intelligence and Robotics Research,article,en,https://doi.org/10.12677/airr.2025.143048,,,,,
780,10.1007/s12559-024-10361-6,Cognitive-Inspired Spectral Spatiotemporal Analysis for Emotion Recognition Utilizing Electroencephalography Signals,2024,Cognitive Computation,article,en,https://doi.org/10.1007/s12559-024-10361-6,,,,,
781,10.1109/jsen.2021.3108471,Emotion Recognition From EEG Signals of Hearing-Impaired People Using Stacking Ensemble Learning Framework Based on a Novel Brain Network,2021,IEEE Sensors Journal,article,en,https://doi.org/10.1109/jsen.2021.3108471,,,,,
782,10.1016/j.neuroscience.2025.01.049,A temporal-spatial feature fusion network for emotion recognition with individual differences reduction,2025,Neuroscience,article,en,https://doi.org/10.1016/j.neuroscience.2025.01.049,,,,,
783,10.1109/cspa.2018.8368706,Modeling the affective space of 360 virtual reality videos based on arousal and valence for wearable EEG-based VR emotion classification,2018,,conference-paper,en,https://doi.org/10.1109/cspa.2018.8368706,,,,,
784,10.1007/978-981-15-1899-7_11,Convolutional Neural Networks on EEG-Based Emotion Recognition,2019,Communications in computer and information science,conference-paper,en,https://doi.org/10.1007/978-981-15-1899-7_11,,,,,
785,10.1109/taffc.2023.3318321,AMDET: Attention Based Multiple Dimensions EEG Transformer for Emotion Recognition,2023,IEEE Transactions on Affective Computing,article,en,https://doi.org/10.1109/taffc.2023.3318321,,,,,
786,10.1016/j.knosys.2025.113613,LGDAAN-Nets: A local and global domain adversarial attention neural networks for EEG emotion recognition,2025,Knowledge-Based Systems,article,en,https://doi.org/10.1016/j.knosys.2025.113613,,,,,
787,10.1109/icassp43922.2022.9746600,Joint Temporal Convolutional Networks and Adversarial Discriminative Domain Adaptation for EEG-Based Cross-Subject Emotion Recognition,2022,"ICASSP 2022 - 2022 IEEE International Conference on Acoustics, Speech and Signal Processing (ICASSP)",conference-paper,en,https://doi.org/10.1109/icassp43922.2022.9746600,,,,,
788,10.1109/iceict66683.2025.11160111,EEG-Based Emotion Recognition via Multi-Dimensional Feature Fusion with 3D Convolutional Neural Network and Transformer,2025,,conference-paper,en,https://doi.org/10.1109/iceict66683.2025.11160111,,,,,
789,10.1109/tnsre.2023.3304660,MSFR-GCN: A Multi-Scale Feature Reconstruction Graph Convolutional Network for EEG Emotion and Cognition Recognition,2023,IEEE Transactions on Neural Systems and Rehabilitation Engineering,article,en,https://doi.org/10.1109/tnsre.2023.3304660,,,,,
790,10.1016/j.knosys.2024.112826,The mitigation of heterogeneity in temporal scale among different cortical regions for EEG emotion recognition,2024,Knowledge-Based Systems,article,en,https://doi.org/10.1016/j.knosys.2024.112826,,,,,
791,10.1016/j.engappai.2025.110004,Multimodal emotion recognition by fusing complementary patterns from central to peripheral neurophysiological signals across feature domains,2025,Engineering Applications of Artificial Intelligence,article,en,https://doi.org/10.1016/j.engappai.2025.110004,,,,,
792,10.3233/jifs-233753,Robust multi-frequency band joint dictionary learning with low-rank representation,2024,Journal of Intelligent & Fuzzy Systems,article,en,https://doi.org/10.3233/jifs-233753,,,,,
793,10.1016/j.compbiomed.2024.108445,Enhancing cross-subject EEG emotion recognition through multi-source manifold metric transfer learning,2024,Computers in Biology and Medicine,article,en,https://doi.org/10.1016/j.compbiomed.2024.108445,,,,,
794,10.32628/ijsrset218352,A Review of Emotion Recognition Based on EEG using DEAP Dataset,2021,International Journal of Scientific Research in Science Engineering and Technology,article,en,https://doi.org/10.32628/ijsrset218352,,,,,
795,10.3390/s24227377,A Novel and Powerful Dual-Stream Multi-Level Graph Convolution Network for Emotion Recognition,2024,Sensors,article,en,https://doi.org/10.3390/s24227377,,,,,
796,10.1504/ijbet.2020.10033812,Automated emotion state classification using higher order spectra and interval features of EEG,2020,International Journal of Biomedical Engineering and Technology,article,en,https://doi.org/10.1504/ijbet.2020.10033812,,,,,
797,10.48550/arxiv.2202.03271,Spectro Temporal EEG Biomarkers For Binary Emotion Classification,2022,arXiv (Cornell University),preprint,en,http://arxiv.org/abs/2202.03271,,,,,
798,10.1109/ic3ina68387.2025.11325549,Emotion Identification of EEG Signals Using Temporal Frequency Hierarchical Transformer Networks,2025,,conference-paper,,https://doi.org/10.1109/ic3ina68387.2025.11325549,,,,,
799,10.1007/s42486-021-00078-y,EEG-based emotion recognition via capsule network with channel-wise attention and LSTM models,2021,CCF Transactions on Pervasive Computing and Interaction,article,en,https://figshare.com/articles/journal_contribution/EEG-based_emotion_recognition_via_capsule_network_with_channel-wise_attention_and_LSTM_models/20642037,,,,,
800,10.1109/taffc.2021.3093923,Multimodal Affective States Recognition Based on Multiscale CNNs and Biologically Inspired Decision Fusion Model,2021,IEEE Transactions on Affective Computing,article,en,http://arxiv.org/abs/1911.12918,,,,,
801,10.1109/cloudcom67567.2025.11331494,Cloud-Edge EEG Emotion Recognition Under Communication Constraints: Accuracy-Efficiency Trade-offs and Transmission Optimization,2025,,conference-paper,,https://doi.org/10.1109/cloudcom67567.2025.11331494,,,,,
802,10.1145/3746027.3755798,EEG-SCMM: Soft Contrastive Masked Modeling for Cross-Corpus EEG-Based Emotion Recognition,2025,,conference-paper,,https://doi.org/10.1145/3746027.3755798,,,,,
803,10.3390/bdcc9110280,Cross-Dataset Emotion Valence Prediction Approach from 4-Channel EEG: CNN Model and Multi-Modal Evaluation,2025,Big Data and Cognitive Computing,article,en,https://doi.org/10.3390/bdcc9110280,,,,,
